key,company,to,subject,status,draft_id,error
contact@ste-eip.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – EIP,EIP,contact@ste-eip.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – EIP,OK,r4785528259279720938,,AUTO
brillance.net21100@gmail.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Brillance-Net,Brillance-Net,brillance.net21100@gmail.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Brillance-Net,OK,r-3426630490049786971,,AUTO
mrb.bat23@gmail.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Mrb Bat,Mrb Bat,mrb.bat23@gmail.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Mrb Bat,OK,r-6053692597139188102,,AUTO
boutique@renaissens.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Renaissens,Renaissens,boutique@renaissens.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Renaissens,OK,r4880848790486503487,,AUTO
contact@medimmoconso.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – La Petite Académie,La Petite Académie,contact@medimmoconso.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – La Petite Académie,OK,r-7627825456342349581,,AUTO
contact@kinaxia.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Septeo Proptech,Septeo Proptech,contact@kinaxia.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Septeo Proptech,OK,r3796595974847435801,,AUTO
contact.energies@groupe-long.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Socop,Socop,contact.energies@groupe-long.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Socop,OK,r8567199373874083580,,AUTO
info@atelier-mac.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – L'Atelier du Mac,L'Atelier du Mac,info@atelier-mac.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – L'Atelier du Mac,OK,r-4883319583319295108,,AUTO
dpo@ifpen.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – IFP Energies nouvelles,IFP Energies nouvelles,dpo@ifpen.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – IFP Energies nouvelles,OK,r4105607347298035264,,AUTO
corey.zussman@aecom.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – AECOM France,AECOM France,corey.zussman@aecom.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – AECOM France,OK,r6086901024429998427,,AUTO
recrutements@promogim.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Promogim Île-de-France,Promogim Île-de-France,recrutements@promogim.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Promogim Île-de-France,OK,r7635177177308529100,,AUTO
florence.espagnacq@vitalliance.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Vitalliance,Vitalliance,florence.espagnacq@vitalliance.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Vitalliance,OK,r-2752600329269545106,,AUTO
contact@pcduo.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – PcDuo.fr,PcDuo.fr,contact@pcduo.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – PcDuo.fr,OK,r-1562310069139727685,,AUTO
equipecommunication@aubay.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aubay,Aubay,equipecommunication@aubay.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aubay,OK,r-3603032239828045268,,AUTO
contact@service.rosedeals.veepee.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Veepee,Veepee,contact@service.rosedeals.veepee.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Veepee,OK,r-3804495017563005042,,AUTO
name@yourdomain.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Armatis,Armatis,name@yourdomain.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Armatis,OK,r8645203383632732377,,AUTO
contact@bnass.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Institut culinaire de Paris,Institut culinaire de Paris,contact@bnass.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Institut culinaire de Paris,OK,r-2861916141233236089,,AUTO
hello@meotec.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Meotec,Meotec,hello@meotec.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Meotec,OK,r-1613699793281684732,,AUTO
contact.rte@rte-france.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Centre national d'exploitation du système électrique,Centre national d'exploitation du système électrique,contact.rte@rte-france.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Centre national d'exploitation du système électrique,OK,r-9038256616348411774,,AUTO
contact.guimier@boisetmateriaux.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Guimier,Guimier,contact.guimier@boisetmateriaux.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Guimier,OK,r-2897873534234185588,,AUTO
%20support@www.sidetrade.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Sidetrade,Sidetrade,%20support@www.sidetrade.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Sidetrade,OK,r2716598519545017103,,AUTO
cat@alertethic.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Groupe CAT - Compagnie d'Affrêtement et de Transport,Groupe CAT - Compagnie d'Affrêtement et de Transport,cat@alertethic.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Groupe CAT - Compagnie d'Affrêtement et de Transport,OK,r3131220075965337126,,AUTO
info@lenettoyage.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Le Nettoyage,Le Nettoyage,info@lenettoyage.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Le Nettoyage,OK,r9195019845073790676,,AUTO
contact.us@odigo.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Prosodie,Prosodie,contact.us@odigo.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Prosodie,OK,r3910930074295186728,,AUTO
contact@technologyandstrategy.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Degetel,Degetel,contact@technologyandstrategy.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Degetel,OK,r-182415634625404868,,AUTO
contact@technologyandstrategy.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Neotilus (Degetel),Neotilus (Degetel),contact@technologyandstrategy.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Neotilus (Degetel),OK,r7144921676686312355,,AUTO
communication@idex.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Idex Groupe,Idex Groupe,communication@idex.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Idex Groupe,OK,r-417541063951118491,,AUTO
dpo@spiebatignolles.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Spie Batignolles TPCI,Spie Batignolles TPCI,dpo@spiebatignolles.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Spie Batignolles TPCI,OK,r-161179843940734880,,AUTO
logz+sav-m2starter@colorz.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – La Bananeraie,La Bananeraie,logz+sav-m2starter@colorz.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – La Bananeraie,OK,r-1284707641108424333,,AUTO
communication@wavestone.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Wavestone,Wavestone,communication@wavestone.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Wavestone,OK,r6414954810987635610,,AUTO
hotline@ellisphere.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Ellisphere,Ellisphere,hotline@ellisphere.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Ellisphere,OK,r6937127286340655929,,AUTO
commercial@metanext.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Metanext,Metanext,commercial@metanext.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Metanext,OK,r7537274518406604688,,AUTO
contact.fr@sodexo.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Sogeres,Sogeres,contact.fr@sodexo.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Sogeres,OK,r-2768591156255193326,,AUTO
public_affairs@gilead.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Gilead Sciences,Gilead Sciences,public_affairs@gilead.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Gilead Sciences,OK,r8617208379273936817,,AUTO
service-client@antalis.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Antalis International (Groupe Sequana),Antalis International (Groupe Sequana),service-client@antalis.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Antalis International (Groupe Sequana),OK,r4367310759446222827,,AUTO
cci@pactenovation.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Pacte Novation,Pacte Novation,cci@pactenovation.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Pacte Novation,OK,r1889714951450630569,,AUTO
ecft@ecft.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – École de Conduite et de Formation Taxis,École de Conduite et de Formation Taxis,ecft@ecft.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – École de Conduite et de Formation Taxis,OK,r2930751884103227046,,AUTO
dpo@spiebatignolles.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Spie Batignolles,Spie Batignolles,dpo@spiebatignolles.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Spie Batignolles,OK,r3860450211261176065,,AUTO
emmanuelle.frezza@gescop.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Gescop,Gescop,emmanuelle.frezza@gescop.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Gescop,OK,r-7107571457145726401,,AUTO
contact@soveagroupe.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Cortex France,Cortex France,contact@soveagroupe.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Cortex France,OK,r-1806951821061246521,,AUTO
contact@atelierdemidi.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Atelier de Midi,Atelier de Midi,contact@atelierdemidi.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Atelier de Midi,OK,r-6217097708823738443,,AUTO
info@geovariances.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Geovariances,Geovariances,info@geovariances.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Geovariances,OK,r8052291519170858495,,AUTO
contact@em-fontainebleau.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Espace Multimedia Fontainebleau,Espace Multimedia Fontainebleau,contact@em-fontainebleau.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Espace Multimedia Fontainebleau,OK,r-1796629086689376877,,AUTO
contact@bagneuxenvironnement.org|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Atelier BE,Atelier BE,contact@bagneuxenvironnement.org,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Atelier BE,OK,r6395038750317055138,,AUTO
contact@aptibois.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aptibois Machine A Bois,Aptibois Machine A Bois,contact@aptibois.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aptibois Machine A Bois,OK,r-2330904270943406629,,AUTO
direction@acns.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – ACNS Automatismes Commandes Numériques Systèmes,ACNS Automatismes Commandes Numériques Systèmes,direction@acns.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – ACNS Automatismes Commandes Numériques Systèmes,OK,r47295806891708962,,AUTO
cs77@cs77.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – CS 77,CS 77,cs77@cs77.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – CS 77,OK,r4170750329232122447,,AUTO
contact@bercauverre.eu|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Bercauverre,Bercauverre,contact@bercauverre.eu,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Bercauverre,OK,r-6099466911236004725,,AUTO
contact@avrbat.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Avrbat,Avrbat,contact@avrbat.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Avrbat,OK,r3750139543616155286,,AUTO
fontainebleau@demenageurs-bretons.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Les déménageurs bretons,Les déménageurs bretons,fontainebleau@demenageurs-bretons.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Les déménageurs bretons,OK,r-6816214801346511563,,AUTO
contact@maison7esens.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Maison 7e Sens,Maison 7e Sens,contact@maison7esens.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Maison 7e Sens,OK,r1763525895111474939,,AUTO
agence37@rberton.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Les gentlemen du déménagement,Les gentlemen du déménagement,agence37@rberton.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Les gentlemen du déménagement,OK,r-6715930252065228670,,AUTO
cpf.fontainebleau@onf.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Centre pédagogique Forestier de Fontainebleau,Centre pédagogique Forestier de Fontainebleau,cpf.fontainebleau@onf.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Centre pédagogique Forestier de Fontainebleau,OK,r8037801266808985215,,AUTO
aviation.design@wanadoo.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aviation Design,Aviation Design,aviation.design@wanadoo.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aviation Design,OK,r3012645201867191104,,AUTO
job@combas.archi|Candidature spontanée – Alternance développement / systèmes – Septembre 2026 – Combas Architectes,Combas Architectes,job@combas.archi,Candidature spontanée – Alternance développement / systèmes – Septembre 2026 – Combas Architectes,OK,r9215773673921543053,,MISSING
contact@aliant.fr|Candidature spontanée – Alternance développement / systèmes – Septembre 2026 – Aliant,Aliant,contact@aliant.fr,Candidature spontanée – Alternance développement / systèmes – Septembre 2026 – Aliant,OK,r-642955532230039872,,AUTO
contact@greenerwave.com|Candidature spontanée – Alternance développement / systèmes – Septembre 2026 – Greenerwave,Greenerwave,contact@greenerwave.com,Candidature spontanée – Alternance développement / systèmes – Septembre 2026 – Greenerwave,OK,r8770343650604879752,,AUTO
contact@smob.fr|Candidature spontanée – Alternance développement / systèmes – Septembre 2026 – SMOB,SMOB,contact@smob.fr,Candidature spontanée – Alternance développement / systèmes – Septembre 2026 – SMOB,OK,r-4270413182596728643,,MISSING
ttb89.commercial@orange.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Techno Textiles de Bourgogne,Techno Textiles de Bourgogne,ttb89.commercial@orange.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Techno Textiles de Bourgogne,OK,r-8810216140060800534,,AUTO
contact@tpilocation.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Travaux Publics Et Industriels Location,Travaux Publics Et Industriels Location,contact@tpilocation.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Travaux Publics Et Industriels Location,OK,r-6252821200682594882,,AUTO
adv@bpfrais.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Bourgogne Produits Frais,Bourgogne Produits Frais,adv@bpfrais.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Bourgogne Produits Frais,OK,r2444629578217483296,,AUTO
infos@lhuillier.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Lhuillier expertise automobile,Lhuillier expertise automobile,infos@lhuillier.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Lhuillier expertise automobile,OK,r5488328640800477467,,AUTO
airtechpeinture@gmail.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Airtech Peinture,Airtech Peinture,airtechpeinture@gmail.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Airtech Peinture,OK,r8549631574496394834,,AUTO
contact@lotus-is.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Lotus Informatique Service,Lotus Informatique Service,contact@lotus-is.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Lotus Informatique Service,OK,r-2221197099933270174,,AUTO
accueil@lykken.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Lykken architectures,Lykken architectures,accueil@lykken.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Lykken architectures,OK,r2947040340680923232,,AUTO
parisoffice@idd-sa.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – IDD (International Drug Development),IDD (International Drug Development),parisoffice@idd-sa.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – IDD (International Drug Development),OK,r3438804304931359291,,AUTO
contact@ad-elite.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Ad'elite,Ad'elite,contact@ad-elite.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Ad'elite,OK,r-7014085678202049375,,AUTO
moortgat@moortgat.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Moortgat,Moortgat,moortgat@moortgat.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Moortgat,OK,r3777374050652303293,,AUTO
cdvia@cdvia.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – CDVIA,CDVIA,cdvia@cdvia.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – CDVIA,OK,r-3959784694631482604,,AUTO
communication@inextenso.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – In Extenso Nogent Sur Marne,In Extenso Nogent Sur Marne,communication@inextenso.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – In Extenso Nogent Sur Marne,OK,r7511096198575797418,,AUTO
communication@inextenso.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – In Extenso Courbevoie,In Extenso Courbevoie,communication@inextenso.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – In Extenso Courbevoie,OK,r7588057681585311397,,AUTO
sam@yonne-conditionnement.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Yonne Conditionnement,Yonne Conditionnement,sam@yonne-conditionnement.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Yonne Conditionnement,OK,r6401941892257810595,,AUTO
contact@clic-ordi.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Clic' Ordi,Clic' Ordi,contact@clic-ordi.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Clic' Ordi,OK,r-3822792027254750275,,AUTO
camillebarbier89@hotmail.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Blanchisserie Interhospitalière,Blanchisserie Interhospitalière,camillebarbier89@hotmail.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Blanchisserie Interhospitalière,OK,r-9198410843883434748,,AUTO
secretariat@college-nazareth-voisenon.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Collège Nazareth - La Salle,Collège Nazareth - La Salle,secretariat@college-nazareth-voisenon.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Collège Nazareth - La Salle,OK,r2779260881555338396,,AUTO
ncontact-astekme@astek-international.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Astek Sud-Est,Astek Sud-Est,ncontact-astekme@astek-international.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Astek Sud-Est,OK,r-6607696911030273211,,AUTO
contact@actif-azur.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Actif Azur,Actif Azur,contact@actif-azur.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Actif Azur,OK,r4667323966782209187,,AUTO
contact@ideacasa.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Idea Casa,Idea Casa,contact@ideacasa.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Idea Casa,OK,r-7531940810138703610,,AUTO
pbagnpg@nirave-pbzchgre.pbz|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Avenir,Avenir,pbagnpg@nirave-pbzchgre.pbz,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Avenir,OK,r7136139743963775453,,AUTO
recrutement-lille@infotel.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Infotel Conseil,Infotel Conseil,recrutement-lille@infotel.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Infotel Conseil,OK,r-4564561744587481861,,AUTO
contact@aliant.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aliant,Aliant,contact@aliant.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aliant,OK,r-4650642184357170615,,AUTO
contact@icecomputer.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Ice computer.fr,Ice computer.fr,contact@icecomputer.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Ice computer.fr,OK,r41959199020911051,,AUTO
contact@lerins-services.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Générale Des Services Cannes,Générale Des Services Cannes,contact@lerins-services.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Générale Des Services Cannes,OK,r7169599579697686852,,AUTO
contact@sudelectro.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Sudelectro.com,Sudelectro.com,contact@sudelectro.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Sudelectro.com,OK,r-8049979002531411956,,AUTO
contact@carere.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Carere,Carere,contact@carere.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Carere,OK,r4647502942159598325,,AUTO
info@sweering.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Carlo Sweering,Carlo Sweering,info@sweering.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Carlo Sweering,OK,r-2423542540533126620,,AUTO
jean.dupont@gmail.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Les Demoiselles Du Téléphone,Les Demoiselles Du Téléphone,jean.dupont@gmail.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Les Demoiselles Du Téléphone,OK,r-8437338700297113304,,AUTO
info@televalbonne.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – TéléValbonne,TéléValbonne,info@televalbonne.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – TéléValbonne,OK,r8104874006726482401,,AUTO
contact@recode.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Recode,Recode,contact@recode.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Recode,OK,r-9040732701188337202,,AUTO
geometre-expert@altavision.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – ALTA VISION Géomètre-Expert,ALTA VISION Géomètre-Expert,geometre-expert@altavision.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – ALTA VISION Géomètre-Expert,OK,r-7164048529479387554,,AUTO
romain.garcia@aquatiris.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aquatiris,Aquatiris,romain.garcia@aquatiris.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Aquatiris,OK,r-1317847631955683451,,AUTO
contact@ampere.cars|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Ampère (Renault),Ampère (Renault),contact@ampere.cars,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Ampère (Renault),OK,r6219520123864963760,,AUTO
digital@madare.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Celad,Celad,digital@madare.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Celad,OK,r1649588276326760658,,AUTO
contact@pigment-communication.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Pigment Communication,Pigment Communication,contact@pigment-communication.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Pigment Communication,OK,r3660825654247327044,,AUTO
contact@kapsys.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Kapsys,Kapsys,contact@kapsys.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Kapsys,OK,r4865779485086241000,,AUTO
contact@greenerwave.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Greenerwave,Greenerwave,contact@greenerwave.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Greenerwave,OK,r1313516205126690576,,AUTO
hello@maxev.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – MaxeV,MaxeV,hello@maxev.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – MaxeV,OK,r-1096250523998518545,,AUTO
dpo@wordpress.org|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Texplained,Texplained,dpo@wordpress.org,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Texplained,OK,r4715673051996833195,,AUTO
hello@agency.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Savoirs Plus,Savoirs Plus,hello@agency.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Savoirs Plus,OK,r-7199746585620665310,,AUTO
orbisur@orbisur.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Orbisur,Orbisur,orbisur@orbisur.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Orbisur,OK,r21266472322662911,,AUTO
dupond@gmail.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – SOS Informatique,SOS Informatique,dupond@gmail.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – SOS Informatique,OK,r2284995924482357367,,AUTO
info-byd@lelycenter.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Lely,Lely,info-byd@lelycenter.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Lely,OK,r6760486634496159052,,AUTO
contact@amathis.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Amathis,Amathis,contact@amathis.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Amathis,OK,r2855010705496579138,,AUTO
blain@alleesdelyonne.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Allées de l'Yonne,Allées de l'Yonne,blain@alleesdelyonne.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Allées de l'Yonne,OK,r9046456376000722746,,AUTO
rbk@2rfconseil.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – 2RF Conseil,2RF Conseil,rbk@2rfconseil.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – 2RF Conseil,OK,r4166963691377161291,,AUTO
ferreira-diz.geraldine@orange.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Fereira Diz Nettoyage,Fereira Diz Nettoyage,ferreira-diz.geraldine@orange.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Fereira Diz Nettoyage,OK,r-2855642688695774407,,AUTO
contact@promut.fr|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Promut,Promut,contact@promut.fr,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Promut,OK,r-1006060775076554771,,AUTO
contact@re-packed.com|Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Re-Packed,Re-Packed,contact@re-packed.com,Candidature spontanée – Alternance Développeur Web – Septembre 2026 – Re-Packed,OK,r-3390646434928119680,,AUTO
